Gene	JK_A2_2_ERCC_S27	JK_S1_3_ERCC_S23	JK_A2_3_ERCC_S28	JK_S2_3_ERCC_S25	JK_A2_4_ERCC_S29	JK_A2_1_ERCC_S26	JK_S1_2_ERCC_S22	JK_A2_5_ERCC_S30	JK_A2_6_ERCC_S31	JK_S2_2_ERCC_S24
DCLRE1C	6.010128894	5.668932921	6.135460776	7.049868237	6.626332225	6.679518112	6.062222328	6.10778147	6.559232142	6.9834054
DDX60L	4.448388231	2.547528875	4.306453459	4.228446318	4.268883576	4.436171458	2.937367112	3.982528176	4.284478858	3.874320231
ATP5MPL	52.92768787	58.54312277	53.34204842	59.42468683	51.00462428	55.32605007	62.59046309	52.91922098	52.73238306	59.52803768
RABGAP1L	6.350148994	10.70397005	6.964409875	9.162304733	6.893419136	6.652323481	11.39194806	6.391447226	6.496561674	9.219578614
AC133550.3	2.685834497	1.168422783	1.63285959	2.194107853	2.952267149	2.029255171	1.277249897	2.669281873	2.13625376	1.749220143
TSLP	1.21681405	5.61548279	1.20735669	2.891001332	1.291955304	1.579427909	5.964722905	1.108042227	1.162987017	3.014962257
CLPP	34.79819565	26.58535145	34.08588747	27.46786937	34.0347712	32.09254423	22.66426649	35.97846194	36.46601589	27.20995086
SMCO4	21.87080552	18.86186622	21.39316276	21.33287382	22.09445151	21.18073635	18.89001266	20.44481723	21.44464253	21.96492212
USP46	4.238637407	2.192107005	4.117830895	3.161737177	4.30564744	4.450614699	2.457598557	4.046417245	3.991813281	3.087838193
CA5B	1.231670128	0.68796296	1.331698855	0.888586042	1.406589173	1.382517272	0.925935082	1.237703057	1.304073825	0.96821083
LINC02012	1.26596267	0.204709177	1.222988168	0.412053526	1.189031136	0.693279834	0.111887914	1.180442441	1.104416294	0.455701056
MIR103A1	1.099748147	2.542487976	3.145976143	2.145788175	2.515473889	2.069840275	3.474119719	0.667627282	1.143070864	3.309828723
USP1	96.51474177	54.80960336	94.42963306	82.18720184	83.92075577	101.8830318	73.89121927	79.37109742	84.63548016	79.08165864
AC012615.1	2.140717277	5.469469899	2.436090751	2.715272757	2.234387892	2.000615439	5.913521718	1.953028231	2.390563907	2.834630065
TSPAN5	8.876422581	10.86319333	8.441934997	9.822316315	8.364905786	8.526668454	10.976006	8.271379364	8.146701508	9.849225673
TMEM203	17.01406331	22.15640447	16.80515054	19.78726172	16.11454237	15.95345939	21.43149795	16.58416845	16.7776834	20.91085153
VDAC1	176.9863923	121.3100243	175.2660746	167.0847806	167.9806376	180.3021569	123.4088443	171.7099586	169.7009637	165.3809907
EPC2	14.18938505	5.834765091	14.88370649	8.89012806	13.04604022	14.81884101	6.571073724	12.54272733	13.37458656	8.715683412
CDK4	115.7705	59.62766706	121.4830024	84.81759892	114.2416292	121.1198759	55.88396331	117.4612343	115.1855859	88.09202317
TIMM8A	4.658370665	2.350166791	4.502583114	3.999266337	4.255513266	4.621466481	2.877767755	4.060965678	4.377058885	3.294687181
TTC3	36.04680344	37.45431239	35.33466345	38.54208688	34.8849076	36.55570459	42.48269527	33.30888696	34.77672415	38.17497617
GNA15	36.6121924	188.278586	36.31131078	128.5301628	35.75413833	33.49059642	172.5426814	38.23509963	36.21652152	127.4313181
ZKSCAN2	7.795137558	7.040624898	8.039808049	7.746996435	8.091686883	8.21961581	7.204335933	8.389104413	8.348500621	8.127705667
TPTE2P5	1.006162877	1.264268712	0.970980291	1.283168083	1.269084049	1.188951461	2.084948391	0.888624276	0.999599007	1.404634103
MIGA1	3.85597003	4.381396036	3.799899593	3.762411392	3.816218774	4.065687195	5.173746708	3.437619022	3.727598856	3.440744869
ENDOV	4.735491006	6.32616689	4.613310865	4.92218697	4.85803468	4.077699516	6.47462028	4.788213398	4.810085434	5.369668938
UCHL3	4.683281223	0.887852944	3.665899371	3.014321483	3.90681659	4.687257341	1.911684925	3.767325378	3.483644539	2.639982433
AZI2	13.59475825	12.62678562	13.84463189	14.92804316	12.42816988	14.63570911	14.39549948	12.49431934	12.80318982	15.16597649
PPIAP29	4.754135991	2.689115539	4.746963884	3.816406823	5.041029838	6.91329417	3.016937632	3.478619106	3.779693239	5.555073257
AC004801.6	1.927691756	1.834219342	1.778670501	1.549553066	1.760871293	1.646089743	1.776134826	1.774878255	1.636297761	1.861355621
AC004951.2	0.950962188	0.944037149	0.956791201	1.183836477	1.293240044	1.044055624	0.778841467	1.136565991	1.057064271	1.513004933
CDKN2D	23.51641902	27.18925738	22.34974176	14.907581	22.75807956	21.31975831	26.92612086	24.12828423	23.24912554	13.96515452
FTH1	537.0626147	968.2917631	545.4809742	709.2315974	521.6081767	543.3928139	928.9026669	544.3271231	529.0147164	710.4576242
CDK1	75.19031953	76.39645594	75.69494476	85.78884254	70.3267854	77.74297404	94.89823941	69.44454725	73.72063806	87.18459257
TBC1D15	9.239937187	12.16288313	8.920701318	11.78032156	8.567229959	9.83300576	14.31320346	8.366933113	8.73384514	11.19288376
FOSB	1.173619593	1.201087035	1.254958929	2.632498406	1.43521689	0.968666972	1.175934563	1.167242401	1.246527609	2.213858947
STAT5A	23.78702604	48.47666564	23.51834128	29.9467415	26.5480504	22.77899085	44.97355631	27.23441215	26.61672799	28.93502906
CLK4	5.044135393	5.817711605	4.683613375	4.727421556	5.188366349	5.011166227	6.575293754	4.452941236	4.355871868	5.30221756
AL353763.1	2.817887494	1.622458543	2.659916236	2.421920007	3.339860909	2.698194734	1.659762355	3.014164941	2.808527922	2.236370758
RTN4R	5.6695437	7.925139914	5.496383589	4.744551906	6.208019696	4.441116994	5.986825669	6.192386854	6.218429099	4.802019624
APOBEC3F	3.434965773	3.433841634	3.486290812	3.442281408	3.778719673	3.345382413	3.417110637	3.593545425	3.855999728	3.460007784
CAMKMT	4.447205279	3.830173685	4.650913999	4.310735172	4.197575477	4.274141073	4.26350671	4.536951273	4.107595919	5.007429367
CLUH	30.33312596	8.067246201	29.56565243	15.72733328	28.35634308	26.45912325	7.041355417	29.15883345	28.93602652	15.52640901
RNA5SP217	2.51371005	2.259989312	4.256320664	2.548123457	1.934979915	0.229982253	1.93006651	2.837415949	3.810236215	2.482371542
FAM227B	0.92387941	1.320485311	1.021275871	1.136471798	1.172891927	0.91549027	1.559884876	0.99660888	0.919236723	1.18528999
RPS21P4	1.900486429	4.670340815	2.611697462	3.352794023	2.028607975	2.225634704	4.980816801	3.028551179	1.766843406	3.503346934
KHDRBS1	128.0839932	138.3964875	128.2695296	140.0679297	121.7242296	133.3779471	145.6361363	120.1570614	124.8415964	136.3279526
PLCB1	2.904857476	3.992709507	3.017322951	3.750660745	3.020185774	3.228482259	4.021960255	3.029075031	3.036013698	3.932201268
AL138752.1	0.939955681	1.609678997	0.896289499	1.451922198	2.205105316	2.031182289	1.099752997	1.711864826	1.845413551	1.296585326
SNORA37	2.435765552	1.861425305	2.151830467	2.079252107	2.99996886	4.10045877	3.890056533	1.940776983	2.510620762	2.886478537
CEP164	6.33121391	6.002476006	6.345290453	5.44696449	6.712918017	5.787954058	5.610421807	7.075206523	6.679632029	5.358839562
ZAP70	97.24018138	115.0666342	94.35497182	105.5397686	101.756414	85.08570419	106.3688962	100.4449632	102.7587995	101.6434951
ZNF438	3.890086575	8.021306263	3.807401468	7.579881224	4.386108778	4.353431997	8.242030434	4.327398726	4.255751275	7.621316137
LRRC27	1.369831643	1.103981104	1.344225897	1.128954856	1.473507475	1.243537209	1.036342324	1.488781199	1.414916472	1.141892985
CRLF3	24.57494988	25.88014213	23.85842967	26.04279548	22.75773454	24.54318089	28.48410026	22.8952238	23.01658528	26.94348042
ATPSCKMT	6.145599117	3.553877949	6.3803275	5.59515683	6.8173189	6.454424596	4.120775726	5.962307018	6.280925032	5.602737228
METAP2	48.46747189	35.5200526	47.2114136	43.28654307	42.85980511	51.49573206	38.2493769	42.12433609	44.91596103	42.6140448
EEF1B2P6	5.135737471	8.332241426	4.922032424	5.340557492	5.836566459	5.330940776	8.603565426	5.580094298	4.359408448	5.963101525
SLAMF6	11.52957148	19.35677138	11.09804798	20.61791089	12.56361366	12.27466343	21.78449113	11.97494068	12.00856437	19.45715937
NAPG	13.48839881	10.84253292	12.8389578	11.85464581	12.59240815	12.86351512	11.26038804	11.99048221	12.31417015	12.05815192
GPAA1	31.7732216	29.68023938	30.40743881	30.60934446	32.56682359	26.71556256	25.82192196	33.84454273	34.06766703	29.38802402
SCRN2	11.84262639	22.14414766	12.21233341	17.51971514	13.69387135	10.74284722	20.76530242	12.98476895	12.3902285	17.04682725
SMG1P7	6.201449342	10.21783623	6.421745645	8.372475965	5.97861662	6.530360263	12.1844706	5.541284166	5.797356403	8.434706997
TMED1	7.080873379	7.819313907	7.139386081	6.348339938	7.666454408	6.422039635	7.351508693	7.154609576	7.04648706	6.713905477
ANAPC15	27.77216792	19.79016636	29.08937705	23.59859885	29.20108109	30.32784197	19.52221224	29.95532269	27.32255814	25.89644856
SLC30A1	6.968901737	7.288973673	6.704523877	4.296674098	6.23869309	6.954494729	8.607186135	5.505970798	6.148879417	4.008807485
KLHL18	11.26805065	8.30626751	11.36289395	9.46790731	11.67183904	10.97167606	7.842200144	11.75064461	12.15945136	9.801661757
NR1D1	9.217335091	9.72096163	9.259907412	6.216054622	7.81349304	7.940071691	9.290738412	9.049776658	8.859161389	6.135138792
MADD	14.3816238	20.16301871	14.234475	17.84881254	15.08994328	13.56148471	19.11746146	14.6727911	15.00617593	17.85130354
GNB1L	1.5185579	1.899061329	1.624337187	1.459843468	1.404185966	1.340004996	1.772569364	1.522817423	1.511588742	1.339229854
SIPA1L3	9.87708409	11.44783129	9.948801587	10.15221339	10.65157609	8.947585395	10.05544396	10.73300107	10.69189223	9.965876089
DHDH	1.535631139	2.349730429	1.895795	1.562956612	1.87314785	1.404966769	2.285605078	1.568673125	1.521945856	1.516486374
ATG16L2	7.918845702	18.99474849	8.037888383	11.87286116	9.660102918	6.743198234	16.48800537	8.788408073	8.874179168	11.59741712
SIRT2	8.907369261	12.27801016	9.331053273	8.263709476	8.971865046	8.598829475	10.87751891	9.5088233	9.376690305	8.267580195
EMC2	5.176019063	5.098111699	4.874350534	5.912781066	4.723611303	5.607732842	5.855319439	4.647079608	4.494069366	5.47806214
ASAP3	3.044406302	2.622056224	3.001301532	3.164918376	3.486880617	2.713688393	2.525142559	3.469156823	3.371932074	3.584762656
LPAR5	11.41429563	11.69827492	11.05537835	9.017087598	12.57916442	10.6841477	11.28677113	13.20390877	13.2474632	9.303136391
C9	1.837640018	4.008013536	1.716958736	5.422569394	1.536807153	1.984323408	4.34787546	1.687144756	1.437435684	5.391914119
ALKBH8	7.803193847	2.969465917	8.053888215	5.107920277	7.869330659	8.47660184	2.989776006	7.288579132	7.513669644	5.208483852
PREX2	5.477839597	4.534750819	5.32399119	7.33872838	6.265802477	5.347979768	4.55412959	5.719303376	6.088140737	7.357977978
CBR3	1.621443732	1.514396645	1.854282767	1.89476536	1.803137596	2.050943937	1.469790128	2.040343898	2.157097657	1.202217347
RAB9B	2.669817308	1.310638022	2.68853304	2.058608419	2.688042087	2.591263452	1.320140932	2.438113948	2.232402448	2.083998732
EHD4	5.81695518	3.753555908	5.863090894	5.313348315	5.50476242	5.547455057	3.630370377	6.041604487	5.535884518	5.073846952
STXBP3	14.78762295	12.10310719	14.86443079	14.6327777	13.84853527	14.77291363	14.50594152	13.13009097	13.68740218	14.50334057
CDCA5	88.94471014	82.43824648	88.58829552	79.81139905	89.58761553	87.49547037	81.08618819	94.72889326	92.20001895	79.10156321
MIR186	2.356603171	4.519978623	2.590803882	1.47522937	1.934979915	3.219751538	4.632159625	0.834534103	2.47665354	1.241185771
UIMC1	15.86327802	32.16797141	16.04693713	19.72078536	16.63601613	16.9940266	30.77308842	16.61935435	16.83816509	19.04694559
GOLPH3	33.43361084	28.17074989	32.22956713	28.84554678	31.58251384	33.57843944	29.00144749	31.72351444	31.98435777	29.36885923
MIR5581	3.770565074	5.649973279	4.441378084	5.498582197	5.417943761	3.679716044	3.860133021	4.673390975	4.381771647	5.792200264
AC022306.2	0.898447371	0.589448526	1.258504867	1.077868867	1.196278154	1.173016127	1.491550626	1.083475497	1.17781645	1.023130981
DROSHA	30.98899854	29.77551894	30.70104345	31.42335887	31.53962549	31.90705712	28.38525714	31.48734138	31.32940692	31.74128864
NOC4L	26.42252041	13.02062024	27.25391097	18.35299128	24.56838134	22.52432245	12.37582041	26.56347338	26.63701499	19.40763206
CDC26	16.37807638	14.15736703	15.27626695	13.91929183	17.86135306	18.19262596	14.53643663	15.69422342	15.5296654	14.34512449
DALRD3	8.28400847	9.358300234	8.394804296	7.596822881	8.939646074	8.02281578	8.412944749	8.867797931	9.063183229	6.690020393
H2BU2P	67.07024548	62.07962052	67.10097296	62.24423712	73.07872617	61.48952979	55.47099551	83.70822985	79.25873042	64.74378703
CPSF1	41.1002815	41.02221112	41.07613808	42.74213666	42.87621789	37.00763527	36.97283659	43.02321347	43.1883471	43.16445159
CCNO	1.802268938	2.995205997	1.490323372	1.903672157	2.130047415	1.439054652	1.766804801	1.953370669	1.87641992	2.444977764
KLHL8	8.498447002	4.836240669	8.409908333	7.199784288	8.195572894	8.887255939	6.210762772	8.094877054	7.981128779	7.295906414
AC091729.3	2.372019547	2.000297186	2.327662466	2.314953232	2.101550443	2.600379173	1.790605862	2.698649529	2.430257711	2.325147296
NFATC2IP	17.93198444	17.98308961	18.14931713	19.83351211	20.87440578	17.12912248	18.0714041	18.86058031	19.03867209	19.91221646
CLASP1	15.5048879	19.426147	15.31549114	18.68482443	16.49706677	14.99773045	19.05737941	16.01826951	16.78161378	18.67198235
BTBD6	25.03689565	23.74533189	24.67713298	21.54952987	26.68421049	24.06693551	22.59804525	26.89519017	25.63013108	20.73355122
WDR53	10.81218603	11.24500642	10.52992974	8.977242716	11.33796261	10.70557287	10.53424005	11.35050147	11.05542189	10.35619244
FBXW7	14.4044746	13.69266477	14.75417995	11.95926741	15.42712626	15.52471743	13.79350558	14.08064085	14.91943722	11.57825278
CCDC167	40.89722753	51.16584193	40.34381171	43.9849062	39.61296294	42.41805535	48.04920823	44.29450238	40.90008804	43.6150944
COX7B	28.1172457	21.88671114	27.97819834	26.51505846	27.97961955	30.24398364	22.12784927	29.63210697	28.03891093	26.15428282
MICAL2	4.590898626	2.405292255	4.366028876	3.410738299	5.92428447	4.620065232	2.270666483	5.422420728	5.636515599	3.90965974
NDUFS3	44.99171534	31.69127183	45.48500073	39.20248251	46.29075749	47.23151635	30.30935425	48.1378518	46.45946589	40.01637185
NUDT5	41.48703382	24.18701394	41.71466479	33.08929613	40.12282296	43.47708315	24.21191416	41.09721306	40.07605258	33.78459756
RSF1	6.90454124	8.970249784	6.839914517	8.093151286	7.118380656	7.313634756	8.996950729	6.643035966	6.998628684	8.066811995
GSDMB	2.200508797	4.818559381	2.10301558	2.451753137	2.390147048	1.951514282	4.229146811	2.280402532	2.144536817	2.657461837
BCLAF1P2	2.739886145	0.931195289	2.780471779	1.608929903	3.263285406	3.014715616	0.902522477	3.409786713	2.738287812	1.887071761
RPL7P1	15.85790978	23.10665109	15.65679914	18.54584324	17.53656496	19.67318066	26.76772296	17.02583631	16.80686523	19.9941126
AL592295.4	1.418216553	1.402576115	1.262176988	2.044632664	1.572049881	1.176438805	1.819721685	1.339272382	1.433137995	1.493904639
MIR762	2.827923806	2.259989312	2.590803882	2.414011696	2.321975898	4.829627307	2.702093115	4.172670514	1.905118107	1.241185771
GPATCH2L	7.643007029	12.63094019	7.632744176	11.69233411	7.940856166	7.935626123	13.58658902	7.541221797	7.759881258	11.34869238
MDH1	71.37059271	61.47390477	71.19148842	75.79309475	67.80066235	72.61127591	65.46054358	68.00920903	67.93417514	73.57686952
TRIM16	4.089083129	3.752066829	4.293023535	3.48658628	4.258338764	4.020237712	3.644020749	4.304386736	3.931646362	3.462112385
CSNK2A2	40.09412976	62.21723789	40.76988202	47.88743572	41.0046266	42.48989109	61.97304762	42.10222872	40.12688501	48.50381786
TRBV12-3	405.2128257	456.6255911	371.0197666	487.8520242	372.5664261	374.4943284	482.5638175	387.0279428	413.7227147	498.6997433
PITPNC1	7.135157477	6.230608212	7.115354495	5.48763645	7.424675251	6.933102351	5.797180429	7.107779054	7.214222995	5.60182916
MUL1	12.81831654	11.4779626	12.93420272	11.75963505	13.50819998	11.70749853	11.24017317	13.78974802	13.14280408	11.79160562
ZNF774	2.146819446	1.912515452	1.984759789	1.96639906	2.306256125	2.167479275	1.932473506	2.221261268	2.352123372	2.130189963
MYL6P5	1.369123121	1.230930998	1.249843143	0.847329208	1.644100581	2.10441277	1.177382621	1.818157087	1.12065771	1.352054217
HOMER2	3.208681235	4.276681737	3.226559603	3.860852067	3.390565328	3.017947171	4.020271989	3.486304346	3.548261749	3.640779588
AGTPBP1	13.49440254	21.65317839	13.97135944	18.17539671	13.82993693	14.91568333	24.8884946	12.47043582	12.60282692	18.55442773
RNA5-8SN2	5.853001341	40.25144362	1.451430746	2.892606608	1.264692755	1.352836781	1.766073931	0.981804827	6.350393691	1.62246506
PHC2	31.47415054	29.24262656	30.97679504	25.5886626	30.6646817	29.00034608	27.01095664	33.29510735	31.30891773	26.25626403
ZNF708	5.132262651	2.610502139	4.732737219	4.659077408	5.006591388	5.686374381	2.815082023	4.472802658	5.143438247	4.205482924
WNK1	30.54959482	41.85546538	30.10083419	33.19504675	31.98519832	30.00641032	39.52679416	32.22189619	31.8224447	32.78914743
HSPD1	552.9219058	186.7145367	557.6112513	404.8845145	490.5456041	588.8005834	211.2914917	488.7850631	496.8388919	408.6357155
BAHCC1	15.67141473	34.97820463	15.13389679	26.52683696	15.82057923	13.52936982	30.65662536	15.76814366	15.68754786	25.64496725
EEF2	727.343157	1418.656764	737.6747397	913.1278252	724.0795328	689.3204607	1315.537734	761.9946438	736.5953959	906.9800604
MIR29B2CHG	3.194005135	5.06054061	3.014438135	4.335498061	3.637430054	2.953552206	4.620944977	3.000906387	3.324679536	4.343535547
MACROH2A1	41.15078627	32.72837827	40.52491256	35.80424985	40.31883572	39.88983746	30.69969205	40.67194887	40.21010072	35.66911576
WASH9P	3.081409062	5.176782962	3.682602921	3.839993154	3.227275019	3.473604533	4.559212229	3.142197123	3.695683659	3.672322491
IGHV3-41	2.031554458	4.180655515	0.904016133	2.967415399	1.334468907	1.123476522	3.32770088	1.390890171	1.478108876	2.853300623
CCDC58	31.60524583	22.40886671	33.47397548	30.76373813	30.72315313	35.1403312	22.58855474	34.27124443	30.94268552	31.25829792
CACNA1H	9.86720653	6.796947414	10.08032693	4.718958663	12.30344937	8.618388349	5.851959781	11.29093469	11.55263249	4.329073947
RBM33	14.46841863	30.47390436	14.27242613	22.94461244	14.8853392	14.18615941	29.35341121	14.46317856	14.75304876	22.56627421
TBC1D3L	0.972775363	2.321276266	0.878764286	1.2237386	1.252151807	0.867251512	1.74316994	1.142239414	1.082050322	1.483105282
TP53TG1	1.566081261	3.282365429	1.498083878	2.273513661	1.627840246	1.547817066	2.695965919	1.658470947	1.856734155	1.983270385
C8orf33	36.81678746	15.30201096	37.84133794	23.05359119	35.06247237	38.0381708	15.73768732	35.27746551	35.23329415	23.90225712
CYTH1	47.83181597	57.83143009	47.54256083	51.66168172	49.4703886	46.92719491	55.41904744	47.71731281	48.37096167	51.98967906
DUSP3	7.40071228	13.79034992	7.176341471	13.59130178	7.749370111	7.003366768	12.86711007	7.458839599	7.634429339	14.24559981
MMS19	17.9115099	28.82598885	16.99613156	24.20047669	17.95639589	16.05670749	26.53773587	17.44188012	17.22376821	25.39397424
SGSH	2.271016361	2.925552507	2.235860956	2.293065168	2.570928006	2.005418781	2.658092318	2.49369953	2.699088581	2.31336914
ITGB2-AS1	2.368307014	3.887142002	2.230095992	2.103944365	2.704901809	1.914839089	3.755256488	2.669631442	2.588021969	2.338781251
LOXL2	2.592411264	0.40237649	2.476715809	0.908254871	3.005693068	2.441359576	0.352713041	2.633010042	2.851789266	0.97844977
MKNK2	33.32523615	64.91326495	33.01464163	72.29518428	34.14698247	30.49947881	59.11388658	34.86570524	33.84342477	69.45343621
SNORA74D	24.4017066	6.611670859	24.2805835	14.17209388	25.25080173	22.83511729	8.48681728	24.85846263	25.80691904	10.85670769
IRF2BP2	44.26148526	88.44516395	44.59157566	58.52829368	40.40095314	42.7511509	88.63487938	40.66899625	41.8447773	57.09507782
TRIAP1	29.45924288	13.99017668	28.32839086	21.79752298	26.85141252	30.97679432	16.90691393	26.76588996	25.99090011	22.39086213
TMEM132A	9.060974431	6.319142433	9.087848692	7.229435793	10.00784638	7.70651407	5.536638922	10.43953738	10.81528993	7.63854594
ATG4A	8.568323939	8.189185581	9.286168025	9.196388243	9.005664218	9.499067056	9.353221154	8.749094032	8.37155058	8.899879312
RLIM	17.50853178	19.46072197	17.43901254	20.58707561	17.01463645	17.72158561	22.64562656	15.58955518	16.28862458	19.68196777
ALS2	8.885070634	8.502469152	8.916024918	8.428446996	9.722730538	8.982228208	8.234950445	9.8568792	9.441394306	8.869597195
FOSL2	3.566674843	4.799489442	3.710521191	4.101466485	4.312125656	3.559534643	4.306926311	4.204371124	4.083814921	4.024501258
SDAD1P1	1.905675743	4.921920642	1.754955371	5.273203454	1.920348687	1.912895864	5.010632655	1.829980263	2.058776027	5.057551766
POLA1	21.93827046	12.57265787	21.55799216	21.36451434	23.3241428	23.62693564	12.44500695	22.81394485	23.28014746	22.09266939
CLHC1	1.220304832	0.993780478	1.236030799	1.014015753	1.325080054	1.039882231	1.100825927	1.28389862	1.233143991	1.141052585
KHDC1	2.839096531	2.862139411	2.812368003	2.854692621	3.063168399	2.453293392	3.271617855	2.812944954	2.81174275	3.970021057
PGAM4	1.589661311	1.8387487	1.620621194	2.198163182	1.580042771	1.388058567	2.284102379	1.945600216	1.758570561	2.154326387
